trial_id,strategy,window_index,target_multiplier,multiplier_clamped,mlp_output,soft_combat,soft_collect,soft_explore,delta_combat,delta_collect,delta_explore
95,pure_archetype_corner,0,0.9305614966571853,false,0.8968817483285927,0.17549979343507494,0.6152203653157625,0.20927984124916255,-0.0473500619694775,0.08456610959472871,-0.03721604762525127
96,pure_archetype_corner,0,0.9289940015507296,false,0.8960980007753648,0.17342687103958362,0.6208111338046943,0.20576199515572208,-0.04797193868812494,0.08624334014140828,-0.038271401453283393
97,pure_archetype_corner,0,0.9319129257164731,false,0.8975574628582366,0.17720640950930594,0.6097693592879831,0.21302423120271083,-0.046838077147208224,0.08293080778639494,-0.036092730639186776
98,pure_archetype_corner,0,0.9297741450308332,false,0.8964880725154166,0.17449084644544935,0.6182813613266261,0.20722779222792448,-0.047652746066365215,0.08548440839798782,-0.03783166233162266
99,pure_archetype_corner,0,0.93222748150551,false,0.897714740752755,0.17765729482424478,0.6089207312883076,0.21342197388744769,-0.0467028115527266,0.08267621938649228,-0.035973407833765736
100,pure_archetype_corner,0,0.9635533686463269,false,0.9133776843231635,0.26729792581394773,0.4951876886918086,0.2375143854942437,-0.019810622255815702,0.048556306607542565,-0.02874568435172692
101,pure_archetype_corner,0,0.9633598510914583,false,0.9132809255457291,0.2671843105217609,0.4957972879866957,0.2370184014915434,-0.019844706843471727,0.04873918639600866,-0.02889447955253699
102,pure_archetype_corner,0,0.9633833274348937,false,0.9132926637174469,0.2668374314378076,0.49591474579335043,0.237247822768842,-0.019948770568657737,0.04877442373800511,-0.02882565316934743
103,pure_archetype_corner,0,0.963189448464904,false,0.913195724232452,0.2666125398113158,0.49658442753205456,0.23680303265662964,-0.020016238056605296,0.04897532825961637,-0.02895909020301113
104,pure_archetype_corner,0,0.9635533686463269,false,0.9133776843231635,0.26729792581394773,0.4951876886918086,0.2375143854942437,-0.019810622255815702,0.048556306607542565,-0.02874568435172692
105,pure_archetype_corner,0,0.9629271552557894,false,0.9130645776278947,0.2660951715165232,0.49760352691648296,0.2363013015669938,-0.020171448545043047,0.04928105807494487,-0.02910960952990188
106,pure_archetype_corner,0,0.9634188074790935,false,0.9133104037395468,0.2672188721752844,0.495611597168957,0.23716953065575866,-0.019834338347414715,0.0486834791506871,-0.028849140803272444
107,pure_archetype_corner,0,0.9633649276783995,false,0.9132834638391998,0.2671872847336471,0.4957812995735137,0.23703141569283917,-0.01984381457990586,0.048734389872054085,-0.02889057529214828
108,pure_archetype_corner,0,0.9635011998410055,false,0.9133515999205027,0.26726724903298743,0.49535205111417474,0.2373806998528378,-0.019819825290103787,0.048605615334252394,-0.028785790044148662
109,pure_archetype_corner,0,0.9630583330530222,false,0.9131301665265111,0.26687503523269884,0.4968172883215823,0.23630767644571896,-0.019937489430190358,0.04904518649647466,-0.0291076970662843
110,pure_archetype_corner,0,0.9634862312079446,false,0.9133441156039723,0.2672167334857512,0.4954213493254554,0.23736191718879338,-0.019834979954274634,0.048626404797636635,-0.028791424843362
111,pure_archetype_corner,0,0.963431227986995,false,0.9133166139934975,0.26722615921306475,0.49557247406457455,0.23720136672236078,-0.01983215223608059,0.04867174221937237,-0.02883958998329178
112,pure_archetype_corner,0,0.9616348810364994,false,0.9124184405182497,0.2656976808109994,0.5014826156661997,0.2328197035228009,-0.020290695756700172,0.05044478469985986,-0.03015408894315974
113,pure_archetype_corner,0,0.9629892898007562,false,0.9130956449003781,0.2669681448583822,0.4969638531125532,0.23606800202906467,-0.01990955654248533,0.04908915593376595,-0.02917959939128062
114,pure_archetype_corner,0,0.9633988769936448,false,0.9133004384968224,0.26685350693895055,0.4958620766364132,0.23728441642463635,-0.01994394791831483,0.04875862299092398,-0.028814675072609097
115,pure_archetype_corner,0,0.9634372530129083,false,0.9133196265064542,0.26722969478930436,0.4955534955712199,0.23721680963947578,-0.01983109156320867,0.04866604867136598,-0.028834957108157255
116,pure_archetype_corner,0,0.9631808823224277,false,0.9131914411612139,0.26670648120785884,0.49655888604066906,0.23673463275147216,-0.019988055637642332,0.048967665812200745,-0.028979610174558357
117,pure_archetype_corner,0,0.9626329725927396,false,0.9129174862963698,0.2664769215107084,0.4982359648589185,0.23528711363037316,-0.02005692354678751,0.049470789457675524,-0.02941386591088807
118,pure_archetype_corner,0,0.960793161506557,false,0.9119975807532785,0.26552369789472086,0.5039641806633292,0.23051212144195,-0.020342890631583732,0.051189254198998724,-0.03084636356741499
119,pure_archetype_corner,0,0.9633039745769878,false,0.9132529872884939,0.2667382459689135,0.4961926293278223,0.23706912470326413,-0.019978526209325942,0.04885778879834668,-0.028879262589020793
120,pure_archetype_corner,0,0.9611412707623581,false,0.9121716353811791,0.26592029456028,0.5027655875285986,0.23131411791112153,-0.020223911631916003,0.05082967625857954,-0.030605764626663534
121,pure_archetype_corner,0,0.9631717659181032,false,0.9131868829590516,0.2667747782085861,0.49654851646357195,0.236676705327842,-0.01996756653742421,0.048964554939071536,-0.028996988401647383
122,pure_archetype_corner,0,0.9633092467336317,false,0.9132556233668159,0.2668361749724284,0.4961256913918901,0.23703813363568146,-0.01994914750827148,0.048837707417567044,-0.028888559909295564
123,pure_archetype_corner,0,0.9622611669437429,false,0.9127315834718714,0.26633988277935405,0.4993640678710586,0.23429604934958723,-0.020098035166193795,0.049809220361317574,-0.029711185195123835
124,pure_archetype_corner,0,0.962905687355806,false,0.913053843677903,0.26623893734141674,0.4975881643701459,0.23617289828843743,-0.020128318797574984,0.049276449311043746,-0.029148130513468762
125,pure_archetype_corner,0,0.9633622854124908,false,0.9132821427062454,0.2668336810403187,0.49597646418240504,0.23718985477727628,-0.019949895687904395,0.0487929392547215,-0.028843043566817106
126,pure_archetype_corner,0,0.963159418978367,false,0.9131807094891835,0.26674954365120573,0.4965969558496038,0.23665350049919054,-0.019975136904638313,0.04897908675488111,-0.02900394985024285
127,pure_archetype_corner,0,0.9631033164782881,false,0.913152658239144,0.266494695592241,0.49689145625693076,0.23661384815082817,-0.0200515913223277,0.04906743687707921,-0.029015845554751563
128,pure_archetype_corner,0,0.9635098044499646,false,0.9133559022249823,0.2671726457183644,0.49537783471117597,0.23744951957045965,-0.019848206284490688,0.04861335041335274,-0.028765144128862108
129,pure_archetype_corner,0,0.9633493026708655,false,0.9132756513354328,0.26676430554891023,0.49605013476961063,0.23718555968147906,-0.019970708335326937,0.048815040430883194,-0.028844332095556313
