userId,timestamp,cluster,soft_combat,soft_collect,soft_explore,delta_combat,delta_collect,delta_explore,target_multiplier
6974892348d53c4152cf1421,,1,0.1252779887650714,0.224040436105107,0.6506815751298215,0.0,0.0,0.0,0.7904906722967082
6974892348d53c4152cf1421,,1,0.1092830895634321,0.251595066661944,0.6391218437746237,-0.0159948992016392,0.0275546305568369,-0.0115597313551978,0.7883764199568125
6974892348d53c4152cf1421,,1,0.0629824419645685,0.1249593768838288,0.8120581811516027,-0.0463006475988636,-0.1266356897781151,0.172936337376979,0.7675656382353564
6974892348d53c4152cf1421,,1,0.0911047031105864,0.2066465621605271,0.7022487347288864,0.0281222611460179,0.0816871852766982,-0.1098094464227162,0.7972855375755953
6974892348d53c4152cf1421,,1,0.1199933766623446,0.3072697375632717,0.5727368857743836,0.0288886735517581,0.1006231754027445,-0.1295118489545027,0.8034265219737511
6974892348d53c4152cf1421,,0,0.8329509867005513,0.1077135256696241,0.0593354876298245,0.7129576100382068,-0.1995562118936475,-0.5134013981445591,0.9691516862520866
6974892348d53c4152cf1421,,2,0.1470573874148102,0.4359160208392606,0.4170265917459292,-0.6858935992857411,0.3282024951696365,0.3576911041161046,0.6776029026455481
6974892348d53c4152cf1421,,1,0.081586011182138,0.1576266152073371,0.7607873736105248,-0.0654713762326721,-0.2782894056319234,0.3437607818645956,0.7584310737108393
6974892348d53c4152cf1421,,1,0.0510677136636651,0.1114634734744249,0.8374688128619099,-0.0305182975184729,-0.0461631417329122,0.076681439251385,0.7735068275703492
6974892348d53c4152cf1421,,1,0.0706437535671082,0.1571882193364229,0.7721680270964689,0.019576039903443,0.045724745861998,-0.0653007857654409,0.7908621546035788
6974892348d53c4152cf1421,,1,0.0314719220807855,0.0672178359700967,0.9013102419491176,-0.0391718314863226,-0.0899703833663262,0.1291422148526487,0.7668866841591769
6974892348d53c4152cf1421,,1,0.0313574846100804,0.0648404787646959,0.9038020366252236,-0.0001144374707051,-0.0023773572054007,0.0024917946761058,0.7789984829312355
6974892348d53c4152cf1421,,1,0.0509406325892761,0.1111718718010195,0.8378874956097043,0.0195831479791957,0.0463313930363235,-0.0659145410155191,0.7881341996829354
6974892348d53c4152cf1421,,0,0.5711608895024112,0.2960570675800527,0.1327820429175361,0.520220256913135,0.1848851957790331,-0.7051054526921682,0.9371512854641489
6974892348d53c4152cf1421,,1,0.0927699235220209,0.2107364484809321,0.696493627997047,-0.4783909659803902,-0.0853206190991206,0.5637115850795108,0.6878717639499353
6974892348d53c4152cf1421,,2,0.1635464864332219,0.6323914192540316,0.2040620943127463,0.0707765629112009,0.4216549707730995,-0.4924315336843006,0.8406580577488416
6974892348d53c4152cf1421,,2,0.0944105958294477,0.7523457471961149,0.1532436569744372,-0.0691358906037742,0.1199543279420832,-0.0508184373383091,0.7963496524002941
6974892348d53c4152cf1421,,1,0.1239451521478913,0.2877133810749253,0.5883414667771834,0.0295345563184436,-0.4646323661211896,0.4350978098027461,0.7749828550402295
6974892348d53c4152cf1421,,1,0.1118703633917251,0.2580108479734222,0.6301187886348527,-0.0120747887561662,-0.0297025331015031,0.0417773218576693,0.7866711664703152
6974892348d53c4152cf1421,,2,0.256980512429295,0.5343748200362237,0.2086446675344813,0.1451101490375699,0.2763639720628015,-0.4214741211003714,0.8518601088817914
6974892348d53c4152cf1421,,2,0.3941114020632682,0.4392892456662511,0.1665993522704806,0.1371308896339731,-0.0950855743699725,-0.0420453152640006,0.8384383747227122
6974892348d53c4152cf1421,,2,0.132305379475277,0.5258094485369836,0.3418851719877393,-0.2618060225879911,0.0865202028707324,0.1752858197172586,0.7520004656453172
6974892348d53c4152cf1421,,1,0.1465385370095009,0.3395884040276127,0.5138730589628863,0.0142331575342239,-0.1862210445093709,0.1719878869751469,0.7889809289928695
6974892348d53c4152cf1421,,2,0.0810571917357872,0.8341675368179278,0.0847752714462848,-0.0654813452737137,0.494579132790315,-0.4290977875166014,0.8173317171108161
6974892348d53c4152cf1421,,1,0.0371679341210261,0.076235820967475,0.8865962449114988,-0.043889257614761,-0.7579317158504527,0.801820973465214,0.7332143927020213
6974892348d53c4152cf1421,,1,0.107872669480398,0.2480955454365936,0.6440317850830084,0.0707047353593718,0.1718597244691185,-0.2425644598284904,0.812727886522056
